gene,length
MRPL27,5350
,
TRDV1,587
,
TNNC1,2941
,
UBE2B,20924
,
TMEM218,17374
,
CISH,5285
,
TNFRSF18,3084
,
TCEB2,
,
AGR3,22575
,
LCNL1,4506
,
PSMG3,3673
,
HN1,
,
PAGE1,8537
,
NT5M,44328
,
SRPRB,41749
,
FAM219A,60386
,
TIMM22,6542
,
C1orf210,3740
,
LYZ,5853
,
SMG1P7,26740
,
FAM210B,9689
,
C7orf65,
,
ATG12,13637
,
FUNDC1,19220
,
TRAV12-1,534
,
NEDD8,15510
,
SRA1,20337
,
TAF11,11730
,
UFM1,13770
,
RP1-163M9.7,
,
HSD17B8,2176
,
FTH1,7916
,
RAMP2,4594
,
PRRX2,57027
,
MRTO4,8323
,
HIST1H4J,
,
TRAV19,669
,
CCL3,1913
,
TMCO2,5737
,
SSPN,177299
,
UBE2G2,33246
,
ST20-MTHFS,78604
,
AMN,10933
,
ZDHHC12,3257
,
TMEM128,12681
,
HMGN1,7332
,
GLO1,27220
,
CMTM6,21540
,
S100A8,1041
,
HMGN3,33444
,
PPIAL4D,759
,
ADORA2B,30616
,
FOSL1,8524
,
FAM182B,112364
,
SPRR1A,1733
,
CLEC18C,14039
,
BAG1,16900
,
CARD18,393983
,
C15orf62,2469
,
SF3B6,8787
,
FDCSP,9128
,
ZNHIT3,12681
,
TMSB15A,3057
,
TGIF2LY,974
,
SPR,4776
,
IGHV3-13,532
,
AC022007.5,
,
POLR2H,6886
,
IL23A,6236
,
CSRP2,20314
,
IGKV4-1,756
,
PSMD9,29565
,
BCL2L15,10765
,
IGLV3-27,518
,
RPL19,4557
,
SLC9A3R1,
,
HLA-J,2933
,
TDRP,55978
,
HOXC12,4053
,
LSM1,13395
,
HCCAT5,6988
,
BLOC1S5,50829
,
HIST1H2BJ,
,
PMM2,73711
,
COMMD2,14023
,
SIGMAR1,3122
,
GSTP1,2914
,
TTC9,33450
,
TMEM219,32165
,
MT1H,1315
,
SDHD,33192
,
CNPY3,9814
,
RPS29,28180
,
EMC8,27850
,
REXO2,10844
,
FAM153C,
,
TRAV6,591
,
TMEM41B,33982
,
NPDC1,6716
,
MPZL3,25675
,
C1orf35,4685
,
CCDC137,7167
,
DHRS13,5298
,
SNRPE,9553
,
TRAV12-3,610
,
COMMD8,12915
,
IFITM1,5231
,
DCTN6,27320
,
PROK2,13551
,
MDS2,59079
,
NBPF19,81316
,
CCDC169,75832
,
TXNDC8,34415
,
KRTAP9-2,1004
,
AC005017.2,
,
TMEM14C,8214
,
APLN,9697
,
COA6,11624
,
C2orf74,19760
,
EBI3,8005
,
C9orf153,39392
,
DNAJC4,4008
,
NUDT15,9495
,
EBPL,30812
,
ZNF69,26547
,
SUMO3,13162
,
TBC1D26,13915
,
HNRNPA1P12,960
,
KRTCAP2,4067
,
NEURL3,10463
,
AP4S1,105890
,
FABP4,4817
,
PRH1,346648
,
CCNI2,6977
,
MIA2,158282
,
LIN7B,4136
,
UNCX,4454
,
IGFBP6,4909
,
TRAV8-1,599
,
PSMB1,18187
,
TRAV17,629
,
FRAT1,2644
,
NDUFS6,14641
,
YPEL3,4601
,
CDIP1,28159
,
FAM163B,32308
,
MTRNR2L6,
,
PPP1R14C,107348
,
IGKV3-20,586
,
LAPTM4A,18978
,
GOLGA8B,63408
,
KRTAP19-8,317
,
MRPL30,18409
,
FAM159A,
,
AC073869.1,
,
AC016995.3,
,
ENO4,62289
,
CKS1B,4598
,
CAMK2N1,3819
,
IGHV3-66,527
,
LEPROT,15420
,
RHOD,15170
,
ORMDL3,6560
,
AL645922.1,
,
SPATC1L,23328
,
PAEP,5199
,
RAB24,2546
,
FABP9,3326
,
DNASE1L2,2895
,
SMCP,6725
,
PCP4,61959
,
SMNDC1,14208
,
MSRB2,26434
,
CHADL,11421
,
TMEM234,7887
,
CCL13,2130
,
CT45A3,8345
,
TIAF1,
,
TCTEX1D2,
,
LSM12,33291
,
FXYD7,11052
,
TRIAP1,2420
,
C10orf10,
,
FXN,43325
,
DOHH,9853
,
SPIN2A,2993
,
C14orf1,
,
JAGN1,3775
,
BIVM,42414
,
CCL2,1934
,
USB1,22072
,
PIN4,121573
,
C4orf3,8026
,
KLHL35,10809
,
TRBV29-1,688
,
PLA2G2E,3608
,
GOLGA6L7P,
,
ZNF703,4237
,
CCNO,2456
,
SPCS2,29772
,
TCEAL8,2197
,
MBOAT4,12994
,
TPSG1,4142
,
ALG9,89386
,
ATP6V1G1,11209
,
KRTAP6-2,312
,
WNT6,14428
,
SPRYD4,11130
,
SNX3,50024
,
SIGLEC15,18419
,
NHLRC4,2490
,
AUNIP,27545
,
APIP,63285
,
MRPL19,44068
,
CXCL1,1915
,
ZBTB8B,31614
,
RP11-175P13.3,
,
C3orf79,
,
PDZK1IP1,7462
,
FAM162B,13522
,
SNX12,17094
,
SLC25A1,3158
,
NME4,13642
,
OR4N4,1340
,
RND2,6810
,
LCE4A,1274
,
LRRC74B,18222
,
NDFIP2,74922
,
TMEM50B,47489
,
TLX1NB,52117
,
CMTM7,91369
,
CTDNEP1,8900
,
MRPL14,14001
,
C1orf194,
,
SPATA12,14768
,
EFCAB2,157482
,
STX10,6325
,
NDUFAF3,3036
,
GHRH,10733
,
C1orf162,4720
,
GAGE1,9518
,
TRMT61A,7877
,
CASP12,12952
,
SKOR2,45491
,
DGCR9,
,
CLECL1,
,
FAM57A,
,
CHIC2,69802
,
LURAP1,17922
,
AL589931.1,
,
LINC01588,177908
,
GNG2,153147
,
MRFAP1,2638
,
EMC9,2632
,
MUCL1,65490
,
SMIM8,77166
,
P2RY11,3679
,
FOXH1,2437
,
TRAV9-1,475
,
THEM4,38771
,
RPS21,1417
,
CELP,4692
,
RNF114,17549
,
HMGA1,9358
,
MIA,5842
,
PRSS33,3995
,
RLN2,4852
,
MZT2B,8992
,
PRR29,5954
,
NDUFAF2,209354
,
C17orf99,19912
,
TMEM247,4860
,
PRR25,
,
LRRC29,
,
SNORD115-29,81
,
KRTAP9-8,1005
,
PEMT,86145
,
AC093063.3,
,
RHOF,25649
,
SNHG11,4600
,
PINX1,114448
,
CCDC124,10976
,
HSFX2,2802
,
TPPP3,3709
,
TMEM167B,6170
,
IGHV3-35,466
,
TRAV22,651
,
ASF1A,15019
,
RPS20,7256
,
DEFB113,948
,
SAP18,8978
,
PYCARD,1964
,
MIR6511A2,66
,
HAGHL,8589
,
PNO1,18350
,
FAM166B,
,
UTY,246096
,
C5orf60,
,
MRPS25,55728
,
OR4C4P,7096
,
CALCB,177345
,
HIST2H2AB,
,
PGPEP1,29352
,
HIST1H2AD,
,
LSMEM1,10209
,
LRRC24,4645
,
C11orf1,
,
NXT1,3980
,
NAT8L,9762
,
NRG4,123826
,
CXCL14,8600
,
SPACA4,972
,
NANP,11079
,
AIP,22980
,
GLRX5,11221
,
TMUB1,2408
,
CCDC53,
,
CCDC115,4766
,
COX19,76771
,
TCEB3C,
,
GATC,17305
,
DEFA6,1379
,
DRAP1,2289
,
RP11-87M18.2,
,
VOPP1,136932
,
CLDN22,2176
,
RPL21,8247
,
UTS2R,5693
,
HSD11B2,6901
,
ACTR3C,79809
,
PAGR1,6337
,
MRPS16,3850
,
CCDC163P,
,
AC083899.3,
,
C9orf129,
,
POLR1D,123495
,
CALML6,2188
,
IGKV1-13,471
,
PROK1,6209
,
C19orf43,
,
CASC10,
,
SIT1,1636
,
CKB,3166
,
LINC01106,30729
,
NOP10,4021
,
TRIM16,56351
,
GTF2IRD1P1,17190
,
TMEM30B,4391
,
CTD-2026D20.3,
,
HINT2,2394
,
KCNE1,65526
,
MSMB,14873
,
IGHV3-72,539
,
AC004702.2,
,
RHOT1P3,330
,
FGFBP2,9064
,
CDX1,17780
,
PAIP2B,44365
,
ANAPC10,266633
,
KRTAP21-1,413
,
LINC01341,16512
,
RASD1,1958
,
OSTN,66374
,
H2BFM,
,
RP11-723O4.6,
,
BEX5,2269
,
CHURC1,30230
,
MED10,6697
,
FAM24B,30563
,
HEBP2,18666
,
SPRED3,11166
,
IGKV1D-27,468
,
NSMCE4A,18126
,
PYCRL,
,
NME1,8869
,
FDX1L,
,
EDN2,5908
,
PPIH,18423
,
GPIHBP1,3952
,
C3orf14,
,
NKX2-4,2161
,
ACOT1,6653
,
RNU7-115P,54
,
KRTAP19-1,661
,
GTF2F2,164383
,
MALSU1,12990
,
SAC3D1,3927
,
SWSAP1,2285
,
PSMB6,2358
,
MAGOHB,9419
,
GAMT,4544
,
RP11-204M4.2,
,
CCL28,35746
,
FAM181B,3924
,
APOO,74585
,
PHPT1,2303
,
BDH2,22278
,
BRI3BP,37586
,
C17orf58,5370
,
VAMP2,4397
,
RIPPLY1,3278
,
WHAMMP3,17246
,
MPHOSPH6,22426
,
WHAMMP2,17286
,
S100A13,15633
,
RHBDD3,8337
,
MRPL42,48700
,
PYY,51736
,
TMEM121,3615
,
AGPAT2,14314
,
COMT,28604
,
FABP3,11597
,
TMEM229A,2146
,
ANAPC15,6402
,
GNG11,6875
,
LCN6,4508
,
PIN1,14432
,
CALHM3,6436
,
FOXE3,1767
,
C12orf57,3025
,
C20orf24,
,
SCGB2B2,86515
,
PITHD1,9814
,
MOB1A,26370
,
C1QL4,4779
,
NBPF2P,3342
,
POLE3,3440
,
TAS2R43,1026
,
DEFB123,9625
,
MED30,19549
,
EDF1,4189
,
NUDCD2,13878
,
RNF5P1,539
,
FAM168A,197702
,
C9orf163,2572
,
IL18,20845
,
GNMT,3126
,
IGHV3-21,530
,
C9orf116,
,
RPS18,4436
,
SFRP5,5248
,
LGALS2,12368
,
GPR42,1894
,
ARL6IP4,2853
,
NTF4,4010
,
METTL10,
,
MRPS23,15275
,
SNORD115-17,81
,
PGLS,9652
,
RFPL4A,4324
,
ACBD7,13301
,
TMEM235,9677
,
PNPO,7802
,
MAF1,3191
,
PSCA,12417
,
HMX3,3453
,
CLPP,8815
,
CNEP1R1,12678
,
COMMD10,327746
,
SLPI,2325
,
SPANXC,1054
,
PIGP,10324
,
OAZ1,3983
,
GIP,10042
,
CCL21,1131
,
TRADD,5724
,
CLIC3,1960
,
PGLYRP1,3900
,
ZNF837,13412
,
TLX2,3685
,
15-Sep,
,
KRTAP12-4,446
,
DEFB115,1968
,
LINC00207,3183
,
TSACC,9681
,
AC233702.1,
,
MIR137HG,121243
,
HILPDA,2569
,
EPGN,8319
,
TRAV5,527
,
NMU,41469
,
CRYM-AS1,
,
CALML4,15374
,
ZAR1,4137
,
LSM4,16876
,
CAMP,2144
,
AC005251.3,
,
TBC1D30,121549
,
GLRX,71407
,
GS1-124K5.12,
,
BLOC1S2,13400
,
UBA52,5820
,
MADCAM1,16167
,
PDXP,8209
,
KRTAP9-3,1005
,
TMEM243,24427
,
DCTPP1,6415
,
NME2,6309
,
GABARAP,2441
,
TAC4,9769
,
AC006116.24,
,
TRAV4,830
,
PEBP1,9460
,
XAGE3,5558
,
NUDT14,8385
,
MRPS18A,16589
,
MAGOH,11618
,
MOBP,62281
,
RP11-699L21.1,
,
SDF2,13843
,
DEFB127,1709
,
SLC16A8,6050
,
EMP3,9249
,
C8orf44,18089
,
C11orf45,
,
VEGFB,4680
,
AC068831.10,
,
TBCA,177614
,
COMMD3-BMI1,13154
,
S100A2,6782
,
BLVRB,17999
,
MED21,43797
,
H2AFX,
,
RSL24D1,16243
,
EI24P4,1077
,
PSMB10,2358
,
TRAPPC6B,22721
,
C2orf15,9962
,
FAM167B,1634
,
SPINK6,12343
,
OR4F4,1071
,
IL4,8692
,
CSTA,16721
,
C4orf32,
,
AAED1,
,
CXCL11,7733
,
C11orf68,2252
,
DMRTA2,5893
,
C10orf131,
,
SCGB2A2,3002
,
RP5-981L23.2,
,
NDUFB10,2437
,
TAC3,18883
,
CCDC153,
,
ARPC3,15599
,
TVP23B,25603
,
FAM120AOS,22140
,
ATP6V0E1,51674
,
NCBP2L,20930
,
KRTCAP3,4115
,
POLR2I,1504
,
APRT,2598
,
DPM2,2755
,
SNRPC,16352
,
GSTO1,32103
,
CINP,21814
,
OXLD1,1599
,
FKBP11,4956
,
HIST3H2BB,
,
C5orf52,8625
,
SURF2,4608
,
NBPF4,21617
,
ZNHIT2,1298
,
RPUSD1,3423
,
CRCP,39964
,
SNORD115-13,81
,
NOL7,17404
,
RHOV,2020
,
CST6,1497
,
ENY2,11630
,
C21orf2,
,
VCX2,1323
,
TSPAN4,24304
,
LSM3,22305
,
MYL12A,8755
,
TRAPPC6A,15309
,
AC016582.2,
,
TRAV21,542
,
ORMDL1,18352
,
FOXI3,5906
,
FAM86C2P,12117
,
KRTAP1-1,909
,
AC104809.3,
,
AK1,11189
,
EIF1AD,5631
,
PRRG4,28193
,
LY6G6C,3098
,
MXRA7,38453
,
PAFAH1B2,32610
,
C20orf197,
,
BLOC1S3,38149
,
RP11-346J10.2,
,
HAUS2,21166
,
CPLX1,41172
,
CTC-444N24.8,
,
UCHL3,56537
,
CREG1,24688
,
OR2A42,11361
,
MRPL22,28338
,
HIST1H2AI,
,
KRTAP21-2,465
,
PIM3,3304
,
PTH,4127
,
NDUFB11,3395
,
C1orf228,
,
TSEN15,72327
,
TMEM222,14255
,
PFDN4,20131
,
LCORL,180689
,
NDUFA4L2,5812
,
MTCP1,83903
,
LOH12CR1,
,
TMEM179B,2998
,
RHOXF2B,5426
,
RPS15,2137
,
MT1E,1637
,
C14orf183,
,
IL13,4847
,
SNCG,4659
,
PATE2,2715
,
MIR205HG,5324
,
S100A3,1929
,
NDUFS4,122705
,
CYB5A,41127
,
RNASE6,1199
,
TAGLN,8094
,
NT5DC4,21859
,
ARL9,19750
,
TMEM69,6255
,
TMEM261,
,
RN7SL759P,289
,
PLA2G1B,5664
,
ZBTB8OS,50731
,
FAM110C,8056
,
LY75-CD302,132859
,
THOC7,29998
,
NRN1L,3970
,
POM121L4P,9009
,
IGHV3-73,539
,
IGLV2-18,482
,
AC096579.13,
,
SNORD115-7,81
,
RAB26,13362
,
BCL7B,21334
,
ATP5L,
,
BST2,2691
,
USP17L15,1661
,
FAM174B,192436
,
APOM,5794
,
TMEM213,40149
,
GCGR,9876
,
TAS2R46,929
,
CSDC2,16731
,
SUMO2,17373
,
AP2S1,12710
,
CDC42SE2,152954
,
MGST3,30583
,
KAAG1,1382
,
TMEM211,
,
GAST,3638
,
OPN1MW,14265
,
SNORD115-40,81
,
WFDC2,11779
,
MRPS18C,13803
,
RPL39,5126
,
FAM72A,18235
,
UQCR10,3044
,
CMC4,9514
,
TBC1D3P1-DHX40P1,56690
,
IGHV3-38,528
,
LYPLA1,55650
,
IGHV3-64,533
,
C4orf36,16217
,
NUDT18,3671
,
C9orf170,
,
TMEM123,74052
,
PTTG2,730
,
SMCO2,55449
,
SURF1,4918
,
LRRC38,39030
,
DLEU7,324575
,
CDKN2B,6402
,
GRP,10616
,
MED19,8511
,
DEFB1,7344
,
MANBAL,27611
,
PERM1,6919
,
NUDT4,30263
,
IFNK,2208
,
DENR,18240
,
C17orf59,
,
EFHD2,20451
,
LSM10,6670
,
S100B,6604
,
PIGF,36118
,
PLLP,36125
,
AC125232.1,
,
RP11-473M10.3,
,
TMEM194B,
,
GPR27,2641
,
S100A1,4113
,
TMEM263,23059
,
HIST3H2A,
,
COMMD6,24225
,
RPS13,3327
,
KRTAP19-4,341
,
C9orf66,
,
CRIP2,7200
,
SLC7A6OS,26443
,
LINC00471,50338
,
COX8C,1174
,
C9orf40,6329
,
SMG1P5,67501
,
NDUFA4,8210
,
MYL5,8448
,
MRPL24,4287
,
PDX1,6313
,
KRTAP4-5,901
,
PKIB,254456
,
C9orf106,
,
SAMD10,5892
,
DNAJC19,6077
,
AL078621.1,
,
C8orf44-SGK3,192876
,
IFI27L1,22545
,
IGFL4,37936
,
NDUFB6,20183
,
NHP2,4431
,
KIAA0101,
,
RNU6-104P,106
,
CAPS,3872
,
CLTA,113925
,
KRTAP6-1,499
,
NOL3,5583
,
GNRH1,5396
,
PPIL3,18396
,
DAPL1,67464
,
SAP30,7563
,
PDE6G,12653
,
ARL8A,11339
,
LYRM4,157321
,
RPP14,18450
,
RASSF3,190566
,
SNRPD1,21210
,
C2orf76,64609
,
SDHAF4,22652
,
LAMTOR1,17402
,
EXOSC3,72883
,
PAGE4,40611
,
PTMS,5436
,
AF254983.1,
,
HCFC1R1,1661
,
AHSA2,
,
TAL2,667
,
SMG1P4,36686
,
PTGDR2,5017
,
TRAV34,607
,
GNGT2,7783
,
AC005522.7,
,
AC008132.13,
,
SERF2,27340
,
POP7,1365
,
HSPB11,
,
C4orf47,
,
ORMDL2,3838
,
KRTAP12-1,587
,
CDKN1C,2562
,
C15orf48,18182
,
NDUFA12,108451
,
YPEL4,4857
,
C1QBP,16053
,
C2orf48,
,
C1orf204,
,
IGKV6-21,615
,
BLCAP,35459
,
COQ2,23378
,
S100A16,6259
,
PRCD,25992
,
IGLV2-33,533
,
TMEM14B,104994
,
IKBKG,23847
,
LAGE3,1506
,
PPP1R1C,177157
,
CYBA,7808
,
TTC32,5352
,
BLOC1S4,1490
,
PGA3,9791
,
ARMC7,20320
,
PPIAL4C,759
,
PTTG1,6884
,
PLD6,5338
,
RPS26,3346
,
FAM86B2,11995
,
JOSD2,5222
,
FAM26D,
,
SNORD116-4,95
,
MS4A4E,42867
,
ZNF385C,72903
,
MRPL40,3530
,
CFC1,7410
,
TMEM167A,25017
,
ID2,5616
,
1-Dec,
,
CEND1,2998
,
MAGEA9B,5806
,
LINC00518,34937
,
AGTRAP,18718
,
FBXL8,4638
,
PABPN1L,3327
,
RPL23AP82,468
,
PDRG1,7709
,
CTD-2090I13.1,
,
OIP5,23318
,
APOC3,3366
,
RP11-923I11.6,
,
ELOF1,8083
,
TPRKB,8296
,
ZFY,47225
,
KNCN,6006
,
UQCC2,17434
,
TRGV9,1844
,
GTF3C6,9184
,
TACO1,7483
,
ISG15,13402
,
GSTM2P1,653
,
RRN3P3,6016
,
KCNE5,1472
,
PRDX3,11092
,
SRGN,16708
,
PXMP2,17398
,
IGKV1-9,533
,
AURKAIP1,1477
,
GATAD1,12593
,
SAMD1,3185
,
STAG3L2,7697
,
PFDN2,17499
,
FAM136A,6091
,
MED9,16227
,
SNURF,22863
,
SMG1P3,54808
,
XXbac-BPG308K3.6,
,
ISCA1,18556
,
NDUFA3,6529
,
CEBPA,2600
,
PDE6H,8823
,
LYSMD2,28574
,
RTEL1-TNFRSF6B,39384
,
TMEM205,3742
,
ARL2,8024
,
RLN3,3403
,
RP11-262D11.2,
,
YKT6,13335
,
FXYD1,4285
,
VKORC1L1,86489
,
IFNA22P,569
,
CGB,
,
GOLGA7B,21737
,
PRDX5,3690
,
NDUFA1,4830
,
CACFD1,10883
,
SLBP,19613
,
MLANA,19717
,
IGKV2-28,763
,
TMEM60,4706
,
ESPNP,28943
,
SCGB1D4,2794
,
C22orf34,
,
PRAF2,2841
,
LCE3A,269
,
METTL23,7106
,
NUDT3,112990
,
RP11-3L10.3,
,
CIDEB,6243
,
SOCS1,1787
,
MPV17L,17517
,
C12orf65,
,
CDRT15P1,974
,
RNF183,6283
,
TRAV13-1,526
,
SPAG11A,20991
,
CYCS,6604
,
H2AFV,
,
LGALSL,7412
,
RNF208,1993
,
LINC01138,274920
,
C1orf115,8790
,
RAB43,35232
,
GTF3A,11204
,
PDZD11,9396
,
C17orf67,46860
,
RP11-701H24.4,
,
SYNGR3,4615
,
IGLV4-3,528
,
POLR2D,14602
,
DERL2,15557
,
RNF5,2388
,
GOLGA8F,13400
,
ATP5EP2,
,
KRTAP19-7,439
,
AC004448.5,
,
C2orf27A,
,
NPM3,2121
,
GAGE10,16195
,
HIST1H4L,
,
EXOSC1,10108
,
IAH1,22885
,
GUCA2A,2055
,
AFG3L1P,28037
,
LHB,1111
,
KRTAP25-1,369
,
PTPMT1,8031
,
KRT16P1,2749
,
ETV2,3126
,
RP11-1379J22.7,
,
NUDT16L1,2297
,
RP11-92B11.3,
,
bP-2189O9.2,
,
SLC35E2,
,
IMMP1L,77244
,
TRGV4,802
,
AC005863.1,
,
S100A9,3169
,
UBE2S,8043
,
MXD4,14677
,
DNPH1,3852
,
TMEM151B,37056
,
ANKRD30BP2,28825
,
C11orf52,8839
,
TEKT4P2,134675
,
HLA-H,2730
,
CDC42SE1,19354
,
GPX4,2809
,
DYNLL2,12123
,
ANKRD18B,84597
,
IFITM3,9799
,
SNHG5,34574
,
MCEE,20555
,
IGLV2-8,631
,
IGFBPL1,17926
,
HIGD2B,10384
,
KRTAP4-8,1161
,
SEC1P,7873
,
DPH3,7908
,
LZIC,21294
,
FAM109A,
,
IL5,15393
,
CSF2,2381
,
IGLV3-25,545
,
PMCH,1374
,
BOD1,9514
,
KBTBD13,3202
,
MRPS36,
,
SEPT7P2,
,
MPV17L2,3730
,
RESP18,5770
,
SMPX,52138
,
DGCR6L,5842
,
SNORD115-8,81
,
PFN4,8655
,
CA5BP1,22139
,
MYH16,38293
,
LYZL4,13527
,
NME6,10963
,
VPS25,6150
,
TMEM89,1010
,
C5orf64,
,
RPL41,1377
,
CH17-13I23.3,
,
DYNLT3,10814
,
S100A5,4618
,
MEA1,5725
,
CXCL17,14668
,
C11orf71,9068
,
C9orf142,
,
PTPRCAP,2172
,
TEX43,
,
SPCS1,6193
,
AHSP,903
,
CCL26,20363
,
TIGD1,6674
,
DCTN3,6978
,
SMIM19,14040
,
HGH1,3077
,
LIN52,116537
,
DDX3Y,16370
,
SLURP1,1457
,
FSTL3,7000
,
FGF4,4319
,
AC105339.2,
,
FAM212A,
,
FAM183A,
,
SPEF1,3944
,
IGLV4-69,538
,
SAP30L,15056
,
RNU6-1266P,104
,
SNAPC5,7645
,
UQCRH,13078
,
CBWD3,
,
C10orf99,
,
LINC01347,9589
,
HINT3,23474
,
TDH,9602
,
YBEY,11409
,
RFNG,3929
,
MZB1,2614
,
ZC3H8,43607
,
NAA38,28553
,
TOMM22,3464
,
RP11-564D11.3,
,
DRD4,3437
,
R3HCC1,26159
,
PPP1R14D,13258
,
IGLV7-46,473
,
SCOC,128442
,
BATF3,13423
,
RP13-1032I1.10,
,
SRP9,12655
,
IFI27L2,2474
,
NKX2-8,2610
,
C1orf64,
,
RP5-1052I5.2,
,
C8G,1790
,
FAM213B,
,
SCGB1D2,2573
,
HSPB2,1359
,
MANSC4,17809
,
FAM177A1,71513
,
LLPH,14195
,
C1QTNF5,1998
,
ADCY10P1,37705
,
RP11-266K4.9,
,
LCN10,5189
,
SVIP,16500
,
LINC00482,7466
,
MAFK,12341
,
RPS3AP34,780
,
ATPIF1,
,
SELK,
,
FAM89A,21296
,
TFF1,4253
,
IGLV2-23,618
,
SRSF9,34274
,
SPC25,79239
,
NPM1P42,861
,
NPIPB5,57419
,
TMPRSS11BNL,33832
,
GINS2,13875
,
RP11-435O5.4,
,
MRPL51,1955
,
GPATCH11,14726
,
CYB561D2,7615
,
DEFB114,3915
,
INCA1,9480
,
APOE,3602
,
TMEM258,24301
,
C1orf220,6137
,
RPL39L,59960
,
TRAV13-2,568
,
CCDC107,3221
,
MYL12B,16982
,
CARHSP1,16070
,
RELL1,95576
,
WFDC6,5286
,
TK1,14453
,
IL9,3595
,
FIGLA,13333
,
MLN,9330
,
OR6W1P,1255
,
CFAP126,3143
,
C6orf1,
,
MRPS33,12618
,
ERVMER61-1,
,
INS-IGF2,28671
,
RPL37A,80355
,
MRPL17,2955
,
SCGB1A1,18092
,
FGF19,5784
,
RP11-393I23.4,
,
FAM171A2,10638
,
SCGB3A2,11509
,
ZMAT5,36055
,
RASL10A,6746
,
MIEN1,2036
,
ZNF815P,24536
,
TRAPPC2B,1854
,
TMEM95,2096
,
PAIP2,28133
,
AC011718.2,
,
SNRPG,12378
,
TARM1,11470
,
YRDC,5263
,
DNAL4,15690
,
TMEM239,3982
,
PRM1,489
,
IGLV8-61,512
,
TXNDC12,35641
,
IGHV3-33,531
,
RBX1,21962
,
TRBV30,813
,
CCDC58,
,
IGLC3,461
,
GLYATL3,28155
,
SNORD115-43,81
,
FAM66A,262995
,
NINJ1,12755
,
FBXO2,18767
,
RPL13,7157
,
IGLV1-47,521
,
C1D,69818
,
IFITM10,18189
,
FCER1G,5465
,
ARIH2OS,1064
,
LCN15,6621
,
TMEM9B,17809
,
JUND,1928
,
EIF4EBP2,24473
,
SAPCD1,2194
,
ASCL3,5438
,
FOXD1,3950
,
FAM41C,8980
,
TMEM230,44855
,
HSPB9,548
,
NRL,36348
,
IGHV4-39,507
,
PYDC1,1173
,
TRAV16,442
,
CDK2AP1,22222
,
TMEM223,20377
,
COX7B,7936
,
HLA-DOB,7703
,
TRPT1,2455
,
POLD4,6200
,
PYDC2,293
,
TEX36,106641
,
USMG5,
,
IER3,1349
,
C9orf89,
,
COA4,7055
,
RP11-159L20.2,
,
ZNF826P,12625
,
NKAIN1,60142
,
AIF1L,26676
,
PRR15,3458
,
MED11,2180
,
DTD2,11470
,
FAM150A,
,
C17orf51,
,
SPINK4,30202
,
LINC01460,11472
,
GAL,7396
,
IGKV2D-28,769
,
KRTDAP,8234
,
C16orf54,3527
,
MRPL36,2981
,
HYI,3000
,
ANAPC11,10201
,
RPS26P11,347
,
MT1X,1726
,
ZNF487,46340
,
FAM106A,114460
,
ANHX,17565
,
LIPT2,3205
,
IGLV1-50,514
,
WFDC11,21707
,
C9orf57,21345
,
TAF10,6245
,
STAG3L3,5703
,
RNF151,2152
,
DTYMK,11197
,
CLEC2L,21300
,
KRTAP3-3,734
,
NPIPA8,18817
,
GOLGA2P5,16538
,
NUDT8,1999
,
SUB1,72874
,
KIAA1143,23958
,
CD59,33469
,
ATP5J,
,
MGST2,74977
,
SNORD107,74
,
TUSC2,8224
,
AC107977.2,
,
RP11-797H7.5,
,
S100A4,6523
,
CYP2G1P,8936
,
ARMS2,2699
,
CTAGE5,
,
TRAPPC1,1778
,
RCCD1,9928
,
ALOX12P2,6250
,
ARMC4P1,
,
C20orf173,6466
,
IFI6,6148
,
MFAP2,6130
,
SEBOX,1693
,
IGKV2-26,733
,
RP11-848G14.5,
,
AVPI1,9817
,
ZNF576,4765
,
SRGAP2C,208063
,
UQCRHL,2179
,
GLRXP3,320
,
CRCT1,1526
,
HAMP,4427
,
S100A11,15401
,
CEBPB,1956
,
CENPA,36778
,
SF3B5,689
,
PRTN3,7176
,
PPCDC,93876
,
RP4-539M6.19,
,
ARL2BP,8376
,
LGALS16,4734
,
COX6B1,10459
,
RPL27,4686
,
C10orf91,
,
CORO7-PAM16,80243
,
AC009264.1,
,
C5orf46,25812
,
C8orf82,3399
,
CTRB2,3058
,
VAMP8,20469
,
FAM216B,9999
,
RPLP2,7445
,
CHCHD7,7123
,
SERTAD1,4403
,
PRELID1,3150
,
COX16,91903
,
MIR543,77
,
PGRMC2,19592
,
RPS15A,9088
,
BCRP3,6041
,
CDKN3,23369
,
NKAIN4,31910
,
KRTAP5-1,941
,
PLA2G2C,25265
,
LY6G5C,7356
,
BCL2L10,3512
,
SMG1P1,54425
,
BBC3,11944
,
ABHD17C,75937
,
AKIRIN1,14783
,
RNU6-1320P,106
,
FAM21FP,16008
,
NDUFA7,12607
,
ZDHHC24,25598
,
DNAJC15,91010
,
TRAPPC5,6870
,
APOC1,5102
,
C19orf73,741
,
DEFB121,7993
,
C4orf46,5580
,
PPP1R14B,2464
,
IGLV3-22,557
,
C6orf223,
,
NRARP,2640
,
ANAPC16,19860
,
C12orf45,
,
GP9,1627
,
CST3,11767
,
RNASE1,1627
,
ABHD14A,9770
,
IFFO2,52396
,
ANAPC13,9010
,
TXNL4B,9574
,
CORT,1967
,
NBEAP1,30770
,
MPC1,18094
,
THAP8,19755
,
ADGRA1-AS1,5422
,
NBPF8,54641
,
SMAGP,25857
,
TMEM14A,15475
,
GMNC,39692
,
LINC01020,82525
,
